2024,2024-01,Medicare,21783.84
2024,2024-01,Workers Comp,21628.07
2024,2024-01,Tricare,20919.05
2024,2024-01,Medicaid,19206.75
2024,2024-01,Medicare Advantage,15577.91
2024,2024-01,Self-Pay,15033.07
2024,2024-01,Commercial,8940.02
2024,2024-02,Medicaid,20383.75
2024,2024-02,Tricare,18003.47
2024,2024-02,Medicare Advantage,14770.25
2024,2024-02,Commercial,14008.92
2024,2024-02,Medicare,13849.27
2024,2024-02,Workers Comp,13389.04
2024,2024-02,Self-Pay,8719.54
2024,2024-03,Medicaid,22990.48
2024,2024-03,Medicare,18640.55
2024,2024-03,Commercial,16667.85
2024,2024-03,Medicare Advantage,16216.27
2024,2024-03,Tricare,15583.50
2024,2024-03,Self-Pay,14683.53
2024,2024-03,Workers Comp,11386.11
2024,2024-04,Medicare,34729.99
2024,2024-04,Medicaid,17524.01
2024,2024-04,Workers Comp,16049.92
2024,2024-04,Self-Pay,14034.83
2024,2024-04,Tricare,13177.73
2024,2024-04,Medicare Advantage,13088.26
2024,2024-04,Commercial,8485.55
2024,2024-05,Tricare,26837.28
2024,2024-05,Medicaid,26758.65
2024,2024-05,Self-Pay,16150.86
2024,2024-05,Workers Comp,13931.62
2024,2024-05,Medicare,13546.07
2024,2024-05,Commercial,12368.78
2024,2024-05,Medicare Advantage,11013.23
2024,2024-06,Medicaid,26603.19
2024,2024-06,Medicare,20048.79
2024,2024-06,Tricare,19062.04
2024,2024-06,Self-Pay,15566.34
2024,2024-06,Commercial,15489.60
2024,2024-06,Workers Comp,13962.79
2024,2024-06,Medicare Advantage,7815.96
2024,2024-07,Medicaid,26135.47
2024,2024-07,Workers Comp,18885.19
2024,2024-07,Commercial,17244.30
2024,2024-07,Medicare,16630.33
2024,2024-07,Medicare Advantage,16369.25
2024,2024-07,Self-Pay,12940.96
2024,2024-07,Tricare,12704.41
2024,2024-08,Medicaid,22319.76
2024,2024-08,Tricare,19448.45
2024,2024-08,Medicare,18437.37
2024,2024-08,Commercial,15820.22
2024,2024-08,Workers Comp,14674.41
2024,2024-08,Self-Pay,13958.92
2024,2024-08,Medicare Advantage,10584.21
2024,2024-09,Commercial,17727.82
2024,2024-09,Medicaid,16660.76
2024,2024-09,Medicare,16499.40
2024,2024-09,Tricare,16316.11
2024,2024-09,Self-Pay,14605.15
2024,2024-09,Workers Comp,12018.09
2024,2024-09,Medicare Advantage,11752.65
2024,2024-10,Medicaid,23686.02
2024,2024-10,Medicare Advantage,17467.72
2024,2024-10,Commercial,15252.78
2024,2024-10,Tricare,11043.32
2024,2024-10,Workers Comp,10327.30
2024,2024-10,Self-Pay,9941.68
2024,2024-10,Medicare,9401.30
2024,2024-11,Medicare,17473.01
2024,2024-11,Medicaid,14996.31
2024,2024-11,Medicare Advantage,13893.51
2024,2024-11,Tricare,13456.05
2024,2024-11,Commercial,13210.83
2024,2024-11,Workers Comp,13001.82
2024,2024-11,Self-Pay,9698.67
2024,2024-12,Medicaid,22278.21
2024,2024-12,Tricare,21579.95
2024,2024-12,Workers Comp,18554.97
2024,2024-12,Medicare,15799.06
2024,2024-12,Self-Pay,14791.81
2024,2024-12,Commercial,12971.88
2024,2024-12,Medicare Advantage,12225.14
2023,2023-01,Self-Pay,17486.73
2023,2023-01,Medicare Advantage,17169.80
2023,2023-01,Medicare,15797.19
2023,2023-01,Medicaid,15309.82
2023,2023-01,Tricare,13878.37
2023,2023-01,Workers Comp,12119.79
2023,2023-01,Commercial,10765.28
2023,2023-02,Tricare,22436.85
2023,2023-02,Medicare,18486.96
2023,2023-02,Medicaid,16469.08
2023,2023-02,Workers Comp,15982.99
2023,2023-02,Medicare Advantage,14964.06
2023,2023-02,Self-Pay,13454.45
2023,2023-02,Commercial,9522.20
2023,2023-03,Medicare Advantage,24881.52
2023,2023-03,Medicare,22021.87
2023,2023-03,Tricare,19623.69
2023,2023-03,Self-Pay,19273.62
2023,2023-03,Medicaid,17598.02
2023,2023-03,Workers Comp,15935.68
2023,2023-03,Commercial,12501.89
2023,2023-04,Medicaid,23386.80
2023,2023-04,Self-Pay,20277.38
2023,2023-04,Commercial,20144.99
2023,2023-04,Tricare,18845.12
2023,2023-04,Medicare,17546.92
2023,2023-04,Medicare Advantage,16867.09
2023,2023-04,Workers Comp,16516.89
2023,2023-05,Tricare,23213.15
2023,2023-05,Medicare,21850.34
2023,2023-05,Medicaid,21020.12
2023,2023-05,Workers Comp,20314.48
2023,2023-05,Self-Pay,17813.81
2023,2023-05,Commercial,15735.46
2023,2023-05,Medicare Advantage,12536.16
2023,2023-06,Medicaid,23654.23
2023,2023-06,Self-Pay,19958.76
2023,2023-06,Tricare,19417.33
2023,2023-06,Medicare,17713.98
2023,2023-06,Commercial,14260.47
2023,2023-06,Workers Comp,11385.24
2023,2023-06,Medicare Advantage,8099.45
2023,2023-07,Tricare,21294.29
2023,2023-07,Medicare,19221.86
2023,2023-07,Self-Pay,17991.67
2023,2023-07,Commercial,16270.05
2023,2023-07,Workers Comp,13581.91
2023,2023-07,Medicaid,11179.56
2023,2023-07,Medicare Advantage,11027.05
2023,2023-08,Medicare,22497.76
2023,2023-08,Medicaid,18558.54
2023,2023-08,Tricare,17837.81
2023,2023-08,Medicare Advantage,17667.21
2023,2023-08,Self-Pay,15542.84
2023,2023-08,Workers Comp,12206.35
2023,2023-08,Commercial,10142.95
2023,2023-09,Workers Comp,22922.01
2023,2023-09,Medicare Advantage,20858.07
2023,2023-09,Medicare,20663.10
2023,2023-09,Medicaid,20154.46
2023,2023-09,Tricare,19667.02
2023,2023-09,Commercial,15864.22
2023,2023-09,Self-Pay,6980.20
2023,2023-10,Self-Pay,29617.04
2023,2023-10,Tricare,28079.04
2023,2023-10,Medicaid,23694.97
2023,2023-10,Medicare,20479.86
2023,2023-10,Commercial,16286.78
